name,internal_id,address,valid_until,country_codes,countries,status,node_id,sourceID
GILMAR BALDASSARRE,35739,,The Panama Papers  data is current through 2015,BRA,Brazil,ACTIVE,11009542,Panama Papers
LIMON INTERNATIONAL INC.,3583,"LIMON INTERNATIONAL INC. 20TH FLOOR 47/57 MARTIN STREET P.O. BOX 9647 LAGOS, NIGERIA  **S.I.**",The Panama Papers  data is current through 2015,NGA,Nigeria,SUSPENDED,11009543,Panama Papers
BENGAMIN GOLSHANI,35983,,The Panama Papers  data is current through 2015,USA,United States,ACTIVE,11009544,Panama Papers
MARTIN MIOTTO,35997,,The Panama Papers  data is current through 2015,,,,11009545,Panama Papers
KABIR KAPUR,36000,,The Panama Papers  data is current through 2015,,,,11009546,Panama Papers
AIMS CORPORATE SERVICES LIMITED,36022,AIMS CORPORATE SERVICES LIMITED 18/F.; BANGKOK BANK BUILDING; 490-492 NATHAN ROAD; YAU MA TEI; KOWLOON HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,ACTIVE,11009547,Panama Papers
"ILAN ORLY & CO., LAW OFFICES",36027,ILAN ORLY & CO.; LAW OFFICES 23 MENAHEM BEGIN ROAD; 66184 TEL-AVIV ISRAEL,The Panama Papers  data is current through 2015,ISR,Israel,ACTIVE,11009548,Panama Papers
FANTERA LIMITED,36044,"FANTERA LIMITED 134 ARCH. MAKARIOU III AVENUE YIOTA COURT, SUITE 301 3021 LIMASSOL CYPRUS",The Panama Papers  data is current through 2015,CYP,Cyprus,ACTIVE,11009549,Panama Papers
FEDERICO WEIL,36061,,The Panama Papers  data is current through 2015,ARG,Argentina,ACTIVE,11009550,Panama Papers
CIUDADPLUS TRAVEL & LIFESTYLE INC.,36126,CIUDADPLUS TRAVEL & LIFESTYLE INC. CALLE 54 MARBELLA; EDIFICIO MOSSFON; PISO 3; OFICINA 3 PANAMA PANAMA,The Panama Papers  data is current through 2015,PAN,Panama,ACTIVE,11009551,Panama Papers
GIL ALTER,37584,,The Panama Papers  data is current through 2015,ISR,Israel,ACTIVE,11009552,Panama Papers
DIEGO VARGAS RIVERO,37627,,The Panama Papers  data is current through 2015,,,,11009553,Panama Papers
"CAUDWELL, PETER",3765,"MR. PETER CAUDWELL C/O 230 EVERGLADES AVENUE APT. 102 PALM BEACH, FLORIDA 33480 UNITED STATES OF AMERICA",The Panama Papers  data is current through 2015,USA,United States,SUSPENDED,11009554,Panama Papers
"ERICSSON, GREGER",3769,MR. GREGER ERICSSON P.O. BOX 7343 S-103 90 STOCKHOLM SWEDEN *S.I.*,The Panama Papers  data is current through 2015,SWE,Sweden,SUSPENDED,11009555,Panama Papers
MICHAEL SAMPSON,37696,MICHAEL SAMPSON 2 BEAU REGARD; LA ROUTE DU PETIT CLOS ST HELIER; JERSEY JE2 3 FX; CHANNEL ISLANDS. ST. HELIER UNITED KINGDOM,The Panama Papers  data is current through 2015,JEY;GBR,Jersey;United Kingdom,ACTIVE,11009556,Panama Papers
IMCO PANAMA S.A.,3771,IMCO PANAMA S.A. TORRE BANCO GERMANICO CALLES 50 Y 53 ESTE; 8VO. PISO PANAMA; REP. DE PANAMA ATENCION: SR. ROGER ARAUZ,The Panama Papers  data is current through 2015,PAN,Panama,SUSPENDED,11009557,Panama Papers
TURKIA NATAN,36409,,The Panama Papers  data is current through 2015,ISR,Israel,ACTIVE,11009583,Panama Papers
"RAMIREZ, CORRO Y ASOCIADOS",3652,RAMIREZ; CORRO Y ASOCIADOS 3RD FLOOR; BELVIC COMPLEX GEN. MAXILOM AVENUE CEBU CITY PHILIPPINES,The Panama Papers  data is current through 2015,PHL,Philippines,UNRECOVERABLE ACCOUNTS,11009584,Panama Papers
"TING, C. K.",3772,"MR. C. K. TING SOCIEDADE DE COMERCIO E INDUSTRIA ''IMPERCIAL'' RUA SAO ROGUE NO.48 E 48A R/C EDIF, HENG FAI MACAU",The Panama Papers  data is current through 2015,MAC;CHN,Macao;China,ACTIVE,11009558,Panama Papers
MICHEL CHARLES JOSEPH BERRY,37752,,The Panama Papers  data is current through 2015,,,,11009559,Panama Papers
FABRIZIO PERSICO,37824,,The Panama Papers  data is current through 2015,,,,11009560,Panama Papers
SR. VLADIMIR TORRES,37840,,The Panama Papers  data is current through 2015,ECU,Ecuador,ACTIVE,11009561,Panama Papers
PATRICIO WATERHOUSE,37849,,The Panama Papers  data is current through 2015,USA,United States,ACTIVE,11009562,Panama Papers
FORDSON CONSULTANTS LIMITED,4703,FORDSON CONSULTANTS LIMITED ROOM 1402 TUNG WAH MANSION 119-203 HENNESSY ROAD WANCHAI HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,SUSPENDED,11009563,Panama Papers
"ROBINSON, ROBERT W.",4709,"MR. ROBERT W. ROBINSON BURY HOUSE LONDON ROAD, OLD AMERSHAM BUCKS HP7 0EZ ENGLAND",The Panama Papers  data is current through 2015,GBR,United Kingdom,SUSPENDED,11009564,Panama Papers
LPD CONSULTANTS & ASSOCIATES,4712,LPD CONSULTANTS & ASSOCIATES 2308; 23RD FLOOR ASIA PACIFIC FINANCE TOWER CITIBANK PLAZA; 3 GARDEN ROAD CENTRAL; HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,SUSPENDED,11009565,Panama Papers
GEORGE LOUTFI,4727,,The Panama Papers  data is current through 2015,LBN,Lebanon,ACTIVE,11009566,Panama Papers
MR. SHEN HSIN SHYONG,4744,MR. SHEN HSIN SHYONG FLAT C; 12/F.; RM# 1218 HOOVER IND BLDG. 26-38 KWAI CHEONG RD.; KWAI CHUNG; N.T HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,ACTIVE,11009567,Panama Papers
"POMICE, MARCUS ROBERT",478,"MR. MARCUS ROBERT POMICE 124 WIGMORE STREET LONDON W1 ENGLAND, UNITED KINGDOM",The Panama Papers  data is current through 2015,GBR,United Kingdom,UNRECOVERABLE ACCOUNTS,11009568,Panama Papers
UNITRUST FINANCIAL CORP.,4780,"UNITRUST FINANCIAL CORP. 1315 FINCH AVENUE WEST SUITE 306 NORTH YORK, ONTARIO CANADA  M3J 2G6 *S.I.*",The Panama Papers  data is current through 2015,CAN,Canada,INACTIVE,11009569,Panama Papers
NEW IDEA TECHNOLOGY LTD.,4789,NEW IDEA TECHNOLOGY LTD. FLAT C; 15/F; PHASE I KINGSFORD INDUSTRIAL BUILDING 26-32 KWAI HEI STREET KWAI CHUNG; HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,SUSPENDED,11009570,Panama Papers
DR. SANTIAGO CUESTA C.,35010,,The Panama Papers  data is current through 2015,ECU,Ecuador,ACTIVE,11009571,Panama Papers
"REID, WAYNE VIVIAN",3503,WAYNE V REID UNIT 69; 11F HIGH WEST 142 POK FU LAM ROAD POK FU LAM; HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,SUSPENDED,11009572,Panama Papers
MYRRH TREUHAND GMBH,35033,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11009573,Panama Papers
MR. JOSE FONTAN COLLAZO,35037,,The Panama Papers  data is current through 2015,,,,11009574,Panama Papers
JUAN CARLOS AGUDELO ALVAREZ,35039,,The Panama Papers  data is current through 2015,,,,11009575,Panama Papers
TAN ALEXANDER UY & TAN LINDA TIU,35044,TAN ALEXANDER UY & TAN LINDA TIU 34 BEETTE ST. VALLE VERDE 6 PASIG CITY PASIG PHILIPPINES,The Panama Papers  data is current through 2015,PHL,Philippines,ACTIVE,11009576,Panama Papers
"TURNER,MACFARLANE,GREEN & CO.",3506,,The Panama Papers  data is current through 2015,GBR,United Kingdom,SUSPENDED,11009577,Panama Papers
ASAHI IWASAWA & ASSOCIATES SECRETARIAL SERVICES LTD.,3508,ASAHI IWASAWA & ASSOCIATES SECRETARIAL SERVICES LIMITED ROOM 1403; WING ON CENTRE 111 CONNAUGHT ROAD CENTRAL; HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,SUSPENDED,11009578,Panama Papers
CESAR ANTONIO LANZONE,35106,,The Panama Papers  data is current through 2015,BRA,Brazil,ACTIVE,11009579,Panama Papers
ADMINISTRADORA DE COBROS S.A.,35114,LICDA. EYRA PERDOMO MOSSFON BUILDING; SECOND FLOOR; EAST 54TH STREET PANAMA,The Panama Papers  data is current through 2015,PAN,Panama,ACTIVE,11009580,Panama Papers
BOAZ BIRMAN,35213,,The Panama Papers  data is current through 2015,ISR,Israel,ACTIVE,11009581,Panama Papers
"ADENIUM ENERGY CAPITAL, LTD.",36348,,The Panama Papers  data is current through 2015,ARE,United Arab Emirates,ACTIVE,11009582,Panama Papers
NADAV SHIHONI,36526,,The Panama Papers  data is current through 2015,GHA,Ghana,ACTIVE,11009585,Panama Papers
JUAN BERNAL,36542,JUAN BERNAL CL 127ª; 5C 41 TO 1 APT. 804 CUNDINAMARCA BOGOTÁ; COLOMBIA BOGOTA COLOMBIA,The Panama Papers  data is current through 2015,COL,Colombia,PROSPECT,11009586,Panama Papers
PEDRO RAMIREZ DE ALBA,36581,,The Panama Papers  data is current through 2015,,,,11009587,Panama Papers
BETESH PROPERTIES,36611,BETESH PROPERTIES EL CARMEN; CALLE ELIDA DIAZ LOCAL #3; BURO PLAZA PANAMA PANAMA,The Panama Papers  data is current through 2015,PAN,Panama,ACTIVE,11009588,Panama Papers
MULTI GROUP FINANCE SA (ZURICH CLIENT),36634,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11009589,Panama Papers
OMAR LABARCA,36687,,The Panama Papers  data is current through 2015,VEN,"Venezuela, Bolivarian Republic of",ACTIVE,11009590,Panama Papers
CHEUNG HOI KIT JUSTIN,36722,ROOM 206; 2/F; METRO CENTRE 1; 32 LAM HING STREET; KOWLOON BAY; HONG KONG KOWLOON HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,ACTIVE,11009591,Panama Papers
LUIS CARLOS SERRANO PERALTA,40360,,The Panama Papers  data is current through 2015,,,,11009592,Panama Papers
INFINTAX B.V.,40393,,The Panama Papers  data is current through 2015,,,,11009593,Panama Papers
GUILLO & BONA,404,"GUILLO & BONA APARTADO 0843-02502 PANAMA, REPUBLICA DE PANAMA",The Panama Papers  data is current through 2015,PAN,Panama,SUSPENDED,11009594,Panama Papers
NILO CONSULTORES S.A.S.,40448,,The Panama Papers  data is current through 2015,,,,11009595,Panama Papers
BANCO SANTANDER (SUISSE) SA,40457,,The Panama Papers  data is current through 2015,,,,11009596,Panama Papers
EDUARD JENCO,40482,,The Panama Papers  data is current through 2015,,,,11009597,Panama Papers
"SOFIA POWELL-COSIO, P.A.",40502,,The Panama Papers  data is current through 2015,,,,11009598,Panama Papers
SAFFERY CHAMPNESS (SUISSE) S.A.  (ZURICH CLIENT),40511,,The Panama Papers  data is current through 2015,,,,11009599,Panama Papers
"HARB, J.",4054,MR. J. HARB TRAP DIVISION NAMA TRADING COMPANY P.O. BOX 2899 JEDDAH 21461 SAUDI ARABIA,The Panama Papers  data is current through 2015,SAU,Saudi Arabia,ACTIVE,11009600,Panama Papers
JTC (SUISSE) SA,40568,,The Panama Papers  data is current through 2015,,,,11009601,Panama Papers
360 CONSULTING GROUP,40590,,The Panama Papers  data is current through 2015,,,,11009602,Panama Papers
ADONIS KYRIAKIDES & CO.,406,,The Panama Papers  data is current through 2015,GBR,United Kingdom,SUSPENDED,11009603,Panama Papers
C.W. MOK & CO.,4060,C.W. MOK & CO. RM. 2803; 28/F.; UNIVERSAL TRADE CENTRE3-5 ARBUTHNOT ROADCENTRAL; HONG KONG *S.I.* HONG KONG HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,ACTIVE,11009604,Panama Papers
LEONARDO CORREA RODRIGUEZ,40601,,The Panama Papers  data is current through 2015,,,,11009605,Panama Papers
LUIS ANTONIO OSORIO DACCACH,40639,,The Panama Papers  data is current through 2015,,,,11009606,Panama Papers
NATIONAL GENERAL INVESTMENT CORP.,4075,"NATIONAL GENERAL INVESTMENT CORP. 170 NILES HILL ROAD WATERFORD, CT. 06385 U. S. A.",The Panama Papers  data is current through 2015,USA,United States,UNRECOVERABLE ACCOUNTS,11009607,Panama Papers
DARIO EDUARDO SOLORZANO MARIN,40805,,The Panama Papers  data is current through 2015,,,,11009608,Panama Papers
GERARDO CORAL RODRIGUEZ,40823,,The Panama Papers  data is current through 2015,,,,11009609,Panama Papers
JAVAD TABRIZI,38798,"JAVAD TABRIZI PROVIDENT HOUSE, BURRELL ROW BECKENHAM - KENT BR3 1AT KENT UNITED KINGDOM",The Panama Papers  data is current through 2015,GBR,United Kingdom,ACTIVE,11009610,Panama Papers
STM CYPRUS SERVICES LIMITED,38823,STM CYPRUS SERVICES LIMITED KENNEDY TOWERS SUITE 14; ELEFTHEROPOLEOS ST. NO 1 NICOSIA (LEFKOSA) 1076; NICOSIA (LEFKOSA) CYPRUS,The Panama Papers  data is current through 2015,CYP,Cyprus,ACTIVE,11009611,Panama Papers
ROSEMARIE FLAX,38887,MRS. ROSEMARIE FLAX HODGE'S CREEK TORTOLA BRITISH VIRGIN ISLANDS,The Panama Papers  data is current through 2015,VGB,"Virgin Islands, British",ACTIVE,11009612,Panama Papers
RALPH GAIMARD,38910,RALPH GAIMARD RALPH GAIMARD; ROUTE DU LAC 13B; 1246 CORSIER / SWITZERLAND GENEVE SWITZERLAND,The Panama Papers  data is current through 2015,CHE,Switzerland,PROSPECT,11009613,Panama Papers
CESAR NOVAES VIEIRA,38913,,The Panama Papers  data is current through 2015,BRA,Brazil,ACTIVE,11009614,Panama Papers
SR. DANIEL BORJA,38957,,The Panama Papers  data is current through 2015,ECU,Ecuador,ACTIVE,11009615,Panama Papers
ANASTASIA YURIEVNA BELYAEVA,38994,ANASTASIA YURIEVNA BELYAEVA EL PRESIDENTE; AVDA DE LA PLAYA 8C 29680 ESTEPONA (MÁLAGA); ESPAÑA MALAGA SPAIN,The Panama Papers  data is current through 2015,ESP,Spain,ACTIVE,11009616,Panama Papers
MARIS FORD,39079,MARIS FORD EDIFICIO VILLA MAGDA APT 30 VILLA ITALIA PUNTA PAITILLA PANAMA PANAMA,The Panama Papers  data is current through 2015,PAN,Panama,ACTIVE,11009617,Panama Papers
JTC GROUP MIAMI,39089,,The Panama Papers  data is current through 2015,USA,United States,ACTIVE,11009618,Panama Papers
MARIA MERCEDES IRVING - BELL,37850,"MARIA MERCEDES IRVING - BELL  19 CALLE 14-60 ZONA 10 GUATEMALA, GUATEMALA DIRECCION DE TRABAJO GUATEMALA GUATEMALA",The Panama Papers  data is current through 2015,GTM,Guatemala,ACTIVE,11009619,Panama Papers
WORLD OF ELECTRICALS,37869,,The Panama Papers  data is current through 2015,ARE,United Arab Emirates,ACTIVE,11009620,Panama Papers
REALTY CORPORATION BUSINESS S.A.,37903,"PABLO BRUNO ARCADIGNI BELGRANO 847, ALVAREZ (2107) ROSARIO ARGENTINA",The Panama Papers  data is current through 2015,ARG,Argentina,ACTIVE,11009621,Panama Papers
BORDIER INTERNATIONAL BANK & TRUST LTD.,3793,BORDIER INTERNATIONAL BANK & TRUST LTD. P.O. BOX 5 PROVIDENCIALES TURKS & CAICOS  BRITISH WEST INDIES,The Panama Papers  data is current through 2015,TCA,Turks and Caicos Islands,SUSPENDED,11009622,Panama Papers
GONZALO ANTONIO CEPEDA CARDONA,38006,"GONZALO ANTONIO CEPEDA CARDONA AV. CALLE 116 NO. 70D-53 BOGOTÁ, COLOMBIA BOGOTA COLOMBIA",The Panama Papers  data is current through 2015,COL,Colombia,ACTIVE,11009623,Panama Papers
DOUIEB KHAILO AVNER,38034,,The Panama Papers  data is current through 2015,FRA,France,ACTIVE,11009624,Panama Papers
LÖGMENN PROMPTUS SLF.,38054,"LÖGMENN PROMPTUS SLF. ARAGATA 13 REYKJAVIK 101, REYKJAVIK ICELAND",The Panama Papers  data is current through 2015,ISL,Iceland,ACTIVE,11009625,Panama Papers
JULIEN-JEULIN & ASSOCIES,38062,,The Panama Papers  data is current through 2015,FRA,France,ACTIVE,11009626,Panama Papers
"ACOCA, SANDRA EUGENIA MIRO DE",3813,SANDRA EUGENIA MIRO DE ACOCA NUEVO REPARTO EL CARMEN; CALLE ELIDA DIEZ; EDIFICIO TABASARA PISO 14 DIAGONAL AL PARQUE DEL CARMEN PANAMA R. DE PANAMA *** POR MENSAJERO,The Panama Papers  data is current through 2015,PAN,Panama,ACTIVE,11009627,Panama Papers
BROADVILLE INVESTMENTS INC.,3530,BROADVILLE INVESTMENTS INC. ROOM B; DOUBLE BUILDING 11TH FLOOR; 23 STANLEY STREET CENTRAL; HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,SUSPENDED,11009628,Panama Papers
DIEGO JUAN ZAPATA GUTIERREZ,35364,,The Panama Papers  data is current through 2015,,,,11009629,Panama Papers
CORREA MERINO & CO. ABOGADOS,35433,CORREA MERINO & CO. ABOGADOS CALLE 10ª NO. 34-11 MEDELLIN COLOMBIA,The Panama Papers  data is current through 2015,COL,Colombia,ACTIVE,11009630,Panama Papers
"CURIEL, GIULIO",3547,MR. GIULIO CURIEL REF.658.972 C/O SWISS BANK CORPORATION CH-6830 CHIASSO (TI) SWITZERLAND,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11009631,Panama Papers
BBO INTERNATIONAL PRIVATE BANK,35609,BBO BANK CALLE 87 # 10-93 OF. 702 BOGOTA COLOMBIA,The Panama Papers  data is current through 2015,COL,Colombia,ACTIVE,11009632,Panama Papers
ESC. MARIA CAROLINA GARZON RIVAROLA,35639,ESC. MARIA CAROLIA GARZON CALLE 28 Y 20 EDIFICIO TORRE LIGURIA LOCAL 002 PUNTA DEL ESTE URUGUAY,The Panama Papers  data is current through 2015,URY,Uruguay,ACTIVE,11009633,Panama Papers
ARTHUR VISKOWSKY,35682,,The Panama Papers  data is current through 2015,ISR,Israel,ACTIVE,11009634,Panama Papers
MAYER LAW FIRM,35683,MAYER LAW FIRM AVOCATS À LA COUR 49; BOULEVARD PRINCE HENRI. L-1724  L1724; LUXEMBOURG,The Panama Papers  data is current through 2015,LUX,Luxembourg,ACTIVE,11009635,Panama Papers
COGENT ENTERPRISES INC.,3581,COGENT ENTERPRISES INC. 12 JALAN TEPONG SINGAPORE 2262 SINGAPORE,The Panama Papers  data is current through 2015,SGP,Singapore,SUSPENDED,11009636,Panama Papers
PRICEWATERHOUSE (DURBAN),3591,"PRICE WATERHOUSE (DURBAN) CHARTERED ACCOUNTANTS 10TH FLOOR, SAGE LIFE HOUSE P.O. BOX 1049 DURBAN 4000 SOUTH AFRICA",The Panama Papers  data is current through 2015,ZAF,South Africa,SUSPENDED,11009637,Panama Papers
"PAJU, REIJO",4814,MR. REIJO PAJU BAUSSE OPTIOT OY P. O. BOX 54 20111 TURKU FINLAND,The Panama Papers  data is current through 2015,FIN,Finland,SUSPENDED,11009638,Panama Papers
"IQBAL, JAWAID",4819,MR. JAWAID IQBAL 6 CONSORT MEWS ISLEWORTH MIDDLESEX  TW7 7NA ENGLAND,The Panama Papers  data is current through 2015,GBR,United Kingdom,SUSPENDED,11009639,Panama Papers
"GULF ASSOCIATES COMMUNICATIONS, LTD.",4864,GULF ASSOCIATES COMMUNICATIONS; LTD. 30 ROCKEFELLER PLAZA NEW YORK; NEW YORK 10112 U.S.A.,The Panama Papers  data is current through 2015,USA,United States,SUSPENDED,11009640,Panama Papers
BEAU ESTATES INC.,4889,"BEAU ESTATES INC. P. O. BOX 250 SOUFRIERE ST. LUCIA, WEST INDIES",The Panama Papers  data is current through 2015,LCA,Saint Lucia,SUSPENDED,11009641,Panama Papers
"FEIST, PETER",490,MR. PETER FEIST GERHART-HAUPTMANN-STRASSE 51 22880 WEDEL - HOLSTEIN GERMANY,The Panama Papers  data is current through 2015,DEU,Germany,SUSPENDED,11009642,Panama Papers
ABDUL BAQI ARSHAD,4901,MR. ABDUL BAQI ARSHAD 11 RECTORY ORCHARD CHURCH ROAD LONDON SW19 5AS ENGLAND S.I.,The Panama Papers  data is current through 2015,GBR,United Kingdom,ACTIVE,11009643,Panama Papers
TAMOIL TRANSPORT S.A.,4907,"TAMOIL TRANSPORT S.A. C/O TAMOIL SERVICES S.A.M. COMPLEXE DU METROPOLE 17, AV. DES SPELUGUES MC 98000 MONACO ATTENTION: LEGAL DEPARTMENT *S.I.*",The Panama Papers  data is current through 2015,MCO,Monaco,SUSPENDED,11009644,Panama Papers
CURMI & PARTNERS LTD.,493,"CURMI & PARTNERS LTD. FINANCE HOUSE PRINCESS ELIZABETH STREET TA'XBIEX, MSD 11 MALTA VALLETTA MALTA",The Panama Papers  data is current through 2015,MLT,Malta,ACTIVE,11009645,Panama Papers
UDAY BAJEKAL FCMA,4944,UDAY BAJEKAL FCMA 63 DOLLIS PARK CHURCH END LONDON N3 1HJ UNITED KINGDOM LONDON UNITED KINGDOM,The Panama Papers  data is current through 2015,GBR,United Kingdom,ACTIVE,11009646,Panama Papers
ATHENAEUM S.À.R.L.,39094,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11009647,Panama Papers
JORGE SOLIS GARCIA,39111,,The Panama Papers  data is current through 2015,GTM,Guatemala,ACTIVE,11009648,Panama Papers
HONG KONG CONSULTANCY LIMITED,39150,HONG KONG CONSULTANCY LIMITED ROOM 1606; 16/F; CHINA INSURANCE GROUP BUILDING; NO 139-141 DES VOEUX ROAD; CENTRAL HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,ACTIVE,11009649,Panama Papers
MR. JON VINCENT WOODS,39190,"J V WOODS THE OLD HOUSE  9 SOUTH DOWNS  HALE  CHESHIRE WARRINGTON WA14 3HP, CHESHIRE UNITED KINGDOM",The Panama Papers  data is current through 2015,GBR,United Kingdom,ACTIVE,11009650,Panama Papers
MR. FRANÇOIS XAVIER DE THUIN,39235,MR. FRANÇOIS XAVIER DE THUIN CALLE SAN JOAQUÍN; 48; 2A PLANTA; PT 8 JALON/XALÓ ALICANTE 03727; VALENCIA SPAIN,The Panama Papers  data is current through 2015,ESP,Spain,ACTIVE,11009651,Panama Papers
JOY SHADOW LIMITED,3924,JOY SHADOW LIMITED FLAT C; 13/F.; HOLLYWOOD CENTRE 77-91 QUEEN'S ROAD WEST SHEUNG WAN HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,SUSPENDED,11009652,Panama Papers
CAROLINA FERNANDEZ ALVAREZ,39252,- AVE. INTERVECINAL DE COLINAS DE SANTA MÓNICA QUINTA ANCA CARACAS VENEZUELA,The Panama Papers  data is current through 2015,VEN,"Venezuela, Bolivarian Republic of",ACTIVE,11009653,Panama Papers
ALBERTO DAVID BTESH,39275,"ALBERTO DAVID BTESH PUNTA PACIFICA, OCEANÍA TORRE 2000 PISO 19 OFICINA 19 D PANAMA PANAMA",The Panama Papers  data is current through 2015,PAN,Panama,PROSPECT,11009654,Panama Papers
STICHTING INTERNATIONAAL ZAKENDOEN,39284,"STICHTING INTERNATIONAL ZAKENDOEN BRUXELLES HOUSE TAKKEBIJSTERS 15 -17E BREDA 4817, NOORD BRABANT NETHERLANDS",The Panama Papers  data is current through 2015,NLD,Netherlands,ACTIVE,11009655,Panama Papers
MICHAEL VOISIN & CO.,496,MICHAEL VOISIN & CO. P.O. BOX 31TEMPLAR HOUSE; DON ROADST 37 ESPLANADE; JE4 8NU ST. HELIER UNITED KINGDOM,The Panama Papers  data is current through 2015,GBR,United Kingdom,SUSPENDED,11009656,Panama Papers
RIKO ENTERPRISES LIMITED,4966,RIKO ENTERPRISES LIMITED HONG KONG ATTENTION: MR. ANDY WONG THE PARK LANE; 5TH FLOOR; 310 GLOUCESTER ROAD; CAUSEWAY BAY WANCHAI HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,ACTIVE,11009657,Panama Papers
FIDUCIAIRE RATIO S.A.,5030,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11009659,Panama Papers
"LAURENCE, DENIS M.",5083,"MR. DENYS M. LAURENCE 38, BOULEVARD DES MOULINS MC 98000 MONTECARLO MONACO",The Panama Papers  data is current through 2015,MCO,Monaco,SUSPENDED,11009660,Panama Papers
MICHAEL PETTMAN,512,"MICHAEL PETTMAN PETTMAN SMITH 79 KNIGHTSBRIDGE LONDON SW1X 7RB ENGLAND, UNITED KINGDOM",The Panama Papers  data is current through 2015,GBR,United Kingdom,SUSPENDED,11009661,Panama Papers
CHUI AND LAU,5157,CHUI AND LAU ROOM 703-704; 7TH FLOOR; WING ON HOUSE; 71 DES VOEUX ROAD CENTRAL; HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,ACTIVE,11009663,Panama Papers
TOPMASTER SECRETARIAL SERVICES LIMITED,5020,TOPMASTER SECRETARIAL SERVICES LIMITED ROOM 601; 6/F.; YUE XIU BUILDING; 160-174 LOCKHART ROAD; WANCHAI; HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,ACTIVE,11009658,Panama Papers
EUROPA TRUST SERVICES LIMITED,5153,EUROPA TRUST SERVICES LIMITED P.O. BOX 10 BOURNE CONCOURSE PEEL STREET; RAMSEY ISLE OF MAN; IM8 1JJ BRITISH ISLES,The Panama Papers  data is current through 2015,IMN,Isle of Man,UNRECOVERABLE ACCOUNTS,11009662,Panama Papers
SPHERE MANAGEMENT MAURITIUS LIMITED,39328,"SPHERE MANAGEMENT (MAURITIUS) LIMITED SUITE 605, 6TH FST ST JAMES COURT ST DENIS STREET PORT LOUIS MAURITIUS",The Panama Papers  data is current through 2015,MUS,Mauritius,ACTIVE,11009664,Panama Papers
F. HARNISCHMACHER LTD.,3933,F. HARNISCHMACHER LTD. HAUPTSTRASSE 38 58802 BALVE 1 GERMANY,The Panama Papers  data is current through 2015,DEU,Germany,UNRECOVERABLE ACCOUNTS,11009665,Panama Papers
JORGE REYES TOUS,39346,,The Panama Papers  data is current through 2015,ECU,Ecuador,ACTIVE,11009666,Panama Papers
ROBERTA PORTA VAZ MAIA GARCIA,39365,,The Panama Papers  data is current through 2015,BRA,Brazil,ACTIVE,11009667,Panama Papers
SYLVAIN IMPERIALE,39408,SYLVAIN IMPERIALE 4C; PORTE DE FRANCE L-4360 ESCH-SUR-ALZETTE ESCH-SUR-ALZETTE L-4360; LUXEMBOURG DISTRICT LUXEMBOURG,The Panama Papers  data is current through 2015,LUX,Luxembourg,ACTIVE,11009668,Panama Papers
JAMES W BANC,39441,"JAMES BANC #6297 1 PENN PLZ NEW YORK NY 10119-0002, NEW YORK USA",The Panama Papers  data is current through 2015,USA;POL,United States;Poland,ACTIVE,11009669,Panama Papers
HOURANI & ASSOCIATES (ZURICH CLIENT),39476,,The Panama Papers  data is current through 2015,ARE,United Arab Emirates,ACTIVE,11009670,Panama Papers
INTERTRUST BAHAMAS,39482,NICOLE PRATT BAHAMAS PROVIDENCE HOUSE; EAST WING; EAST HILL STREET NASSAU BAHAMAS,The Panama Papers  data is current through 2015,BHS,Bahamas,ACTIVE,11009671,Panama Papers
FPB BANK INC..,39495,,The Panama Papers  data is current through 2015,BRA,Brazil,ACTIVE,11009672,Panama Papers
SR. JAVIER LIZARZABURU ARAUJO,40896,,The Panama Papers  data is current through 2015,,,,11009673,Panama Papers
L & C CORPORATED SERVICES LIMITED,40901,,The Panama Papers  data is current through 2015,,,,11009674,Panama Papers
ZONE RESOURCES LIMITED,40937,,The Panama Papers  data is current through 2015,,,,11009675,Panama Papers
"PLA HORRIT, JOSE MARIA",410,SR. JOSE MARIA PLA HORRIT APARTADO 2092 1000 SAN JOSE COSTA RICA,The Panama Papers  data is current through 2015,CRI,Costa Rica,UNRECOVERABLE ACCOUNTS,11009676,Panama Papers
"SAYESS, A. K.",4112,,The Panama Papers  data is current through 2015,GBR,United Kingdom,SUSPENDED,11009677,Panama Papers
